show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,latitude,longitude
s10,Movie,The Starling,Theodore Melfi,Ravi Kapoor,United States,"September 24, 2021",2021,PG-13,104 min,Comedies,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,39.7837304,-100.445882
s10,Movie,The Starling,Theodore Melfi,Ravi Kapoor,United States,"September 24, 2021",2021,PG-13,104 min,Dramas,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,39.7837304,-100.445882
s11,TV Show,"Vendetta: Truth, Lies and The Mafia",,,,"September 24, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Sicily boasts a bold ""Anti-Mafia"" coalition. But what happens when those trying to bring down organized crime are accused of being criminals themselves?",,
s11,TV Show,"Vendetta: Truth, Lies and The Mafia",,,,"September 24, 2021",2021,TV-MA,1 Season,Docuseries,"Sicily boasts a bold ""Anti-Mafia"" coalition. But what happens when those trying to bring down organized crime are accused of being criminals themselves?",,
s11,TV Show,"Vendetta: Truth, Lies and The Mafia",,,,"September 24, 2021",2021,TV-MA,1 Season,International TV Shows,"Sicily boasts a bold ""Anti-Mafia"" coalition. But what happens when those trying to bring down organized crime are accused of being criminals themselves?",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sukollawat Kanarot,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sukollawat Kanarot,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sukollawat Kanarot,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sushar Manaying,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sushar Manaying,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sushar Manaying,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pavarit Mongkolpisit,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pavarit Mongkolpisit,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pavarit Mongkolpisit,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sahajak Boonthanakit,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sahajak Boonthanakit,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Sahajak Boonthanakit,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Suthipongse Thatphithakkul,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Suthipongse Thatphithakkul,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Suthipongse Thatphithakkul,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Bhasaworn Bawronkirati,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Bhasaworn Bawronkirati,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Bhasaworn Bawronkirati,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Daweerit Chullasapya,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Daweerit Chullasapya,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Daweerit Chullasapya,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Waratthaya Wongchayaporn,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Waratthaya Wongchayaporn,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Waratthaya Wongchayaporn,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittiphoom Wongpentak,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittiphoom Wongpentak,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittiphoom Wongpentak,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Abhicha Thanachanun,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Abhicha Thanachanun,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Abhicha Thanachanun,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Nophand Boonyai,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Nophand Boonyai,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Nophand Boonyai,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittipong Khamsat,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittipong Khamsat,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kittipong Khamsat,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Arisara Wongchalee,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Arisara Wongchalee,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Arisara Wongchalee,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Jaytiya Naiwattanakul,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Jaytiya Naiwattanakul,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Jaytiya Naiwattanakul,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pantipa Arunwattanachai,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pantipa Arunwattanachai,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pantipa Arunwattanachai,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Panupan Jantanawong,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Panupan Jantanawong,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Panupan Jantanawong,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kungtap Saelim,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kungtap Saelim,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Kungtap Saelim,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Phumphat Chartsuriyakiat,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Phumphat Chartsuriyakiat,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Phumphat Chartsuriyakiat,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Issara Veranitinunt,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Issara Veranitinunt,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Issara Veranitinunt,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Keerati Sivakuae,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Keerati Sivakuae,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Keerati Sivakuae,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Panjai Sirisuwan,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Panjai Sirisuwan,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Panjai Sirisuwan,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Supranee Charoenpol,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Supranee Charoenpol,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Supranee Charoenpol,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Suda Chuenban,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Suda Chuenban,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Suda Chuenban,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Visaka Banhansupavat,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Visaka Banhansupavat,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Visaka Banhansupavat,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pitchatorn Santinatornkul,,"September 23, 2021",2021,TV-MA,1 Season,Crime TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pitchatorn Santinatornkul,,"September 23, 2021",2021,TV-MA,1 Season,International TV Shows,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s12,TV Show,Bangkok Breaking,Kongkiat Komesiri,Pitchatorn Santinatornkul,,"September 23, 2021",2021,TV-MA,1 Season,TV Action & Adventure,"Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",,
s13,Movie,Je Suis Karl,Christian Schwochow,Luna Wedler,Germany,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Luna Wedler,Germany,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Luna Wedler,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Luna Wedler,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Jannis Niewöhner,Germany,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Jannis Niewöhner,Germany,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Jannis Niewöhner,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Jannis Niewöhner,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Milan Peschel,Germany,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Milan Peschel,Germany,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Milan Peschel,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Milan Peschel,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Edin Hasanović,Germany,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Edin Hasanović,Germany,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Edin Hasanović,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Edin Hasanović,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Anna Fialová,Germany,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Anna Fialová,Germany,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Anna Fialová,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Anna Fialová,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Marlon Boess,Germany,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Marlon Boess,Germany,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Marlon Boess,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Marlon Boess,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Victor Boccard,Germany,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Victor Boccard,Germany,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Victor Boccard,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Victor Boccard,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
s13,Movie,Je Suis Karl,Christian Schwochow,Fleur Geffrier,Germany,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Fleur Geffrier,Germany,"September 23, 2021",2021,TV-MA,127 min,International Movies,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",51.1638175,10.4478313
s13,Movie,Je Suis Karl,Christian Schwochow,Fleur Geffrier,Czech Republic,"September 23, 2021",2021,TV-MA,127 min,Dramas,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",49.7439047,15.3381061
